DtCustomer,Education,Marital,Kidhome,Teenhome,Income,MntFishProducts,MntMeatProducts,MntFruits,MntSweetProducts,MntWines,MntGoldProds,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
29-05-1981 20.21,PhD,Widowed,1,1,966008,2654,11934,9373,7965,13595,4997,8,6,19,5,4,95,1,0,0,1,0,1,0
15-08-2000 0.55,High School,Married,2,0,1837425,11007,8137,7983,2780,24411,2053,12,4,11,11,13,67,1,0,0,0,1,1,0
27-02-2003 10.10,Bachelors,Divorced,0,2,1987903,7376,11307,2142,6566,3352,17828,0,5,21,7,13,57,0,1,0,0,0,1,0
18-11-1998 2.18,Professional,Married,2,2,1603366,3276,4381,5913,6276,2356,17765,14,13,9,7,8,84,1,0,1,1,1,1,0
20-09-1984 14.41,Bachelors,Separated,2,1,1172221,3691,8838,5641,996,9123,12548,5,13,17,7,19,16,0,1,0,0,1,0,1
08-03-1993 9.32,None,Widowed,0,1,479853,14923,5139,2376,3329,9949,7759,13,0,12,3,3,61,0,0,1,1,1,1,0
15-12-1973 14.50,High School,Single,2,2,1589363,10386,8982,3831,2502,7208,12999,9,10,10,4,28,22,0,1,0,0,0,1,1
12-04-2006 18.40,Professional,Married,1,2,1015220,4926,3414,9701,8851,20636,2722,14,10,13,6,23,59,1,0,1,1,1,0,0
16-04-2010 8.09,Masters,Single,2,2,1695070,8678,4299,31,8038,22668,6089,11,5,11,10,18,6,1,1,0,1,1,0,1
03-10-2003 8.22,Bachelors,Divorced,2,1,428659,6882,19445,4757,3617,20526,440,3,6,9,8,21,94,1,0,1,0,1,1,0
25-03-2012 5.40,None,Widowed,1,0,1626809,6803,5956,4035,4471,14404,15534,14,14,8,12,15,99,1,0,0,1,0,1,1
06-02-1970 7.28,PhD,Separated,2,2,525798,13897,1294,6907,3885,1179,15907,2,14,9,11,6,39,1,1,0,0,0,1,1
23-06-2013 9.46,Masters,Widowed,0,2,1619524,10784,12617,4934,1010,7468,17343,14,12,18,5,5,97,0,1,0,1,1,1,1
16-05-2009 6.50,Bachelors,Divorced,1,0,1575009,2060,7693,7550,770,3792,11719,9,3,21,1,28,93,1,0,0,0,0,1,1
31-10-2001 3.02,PhD,Single,1,1,1296316,7723,18383,8501,8049,9304,3128,3,6,9,1,28,76,0,0,0,0,1,0,0
15-03-1981 19.09,PhD,Married,2,0,1621695,6162,11914,7608,1529,18601,16837,9,10,6,1,28,76,0,0,1,0,1,0,1
09-11-2006 2.40,None,Single,0,1,1717596,4419,18775,6537,3370,24389,3983,11,3,4,4,22,46,1,1,1,0,0,0,0
21-10-1995 0.06,Professional,Single,0,0,736536,12139,5756,7709,4988,14941,12118,6,10,22,0,3,84,0,1,1,1,0,1,0
02-03-2014 7.10,PhD,Divorced,1,1,1972585,5294,13011,5149,9761,15302,4607,1,14,0,6,16,10,1,1,1,0,1,0,1
08-01-1990 19.14,Masters,Divorced,0,0,1262455,10868,7897,4634,6993,6408,11716,9,3,16,8,24,6,0,1,0,0,0,1,1
26-12-2011 5.09,Professional,Separated,2,1,284976,13828,12202,8347,1069,3446,1412,12,9,0,10,0,70,0,0,0,1,1,0,1
19-05-1989 7.59,PhD,Separated,1,2,930563,779,6084,7280,8338,15331,9726,10,11,4,5,0,5,0,1,1,1,1,0,0
05-06-2017 15.55,Professional,Divorced,0,0,541649,9860,5248,4996,8996,23535,9462,14,10,14,3,23,89,1,1,0,1,1,0,1
19-06-1970 22.10,Bachelors,Widowed,0,0,895981,6807,4028,8777,9594,446,14278,13,5,9,14,5,22,1,0,1,1,0,0,1
03-09-1976 13.36,Professional,Single,0,1,320581,10937,19655,4558,6546,5513,19916,11,7,1,4,3,23,1,1,0,1,0,1,1
27-08-2016 2.19,Masters,Married,2,1,1242401,11481,45,7435,3957,4259,18500,9,8,11,11,7,68,1,0,0,0,1,0,0
24-03-2010 4.58,Masters,Married,2,2,376586,5677,341,1778,9015,15949,5035,6,8,13,12,1,47,0,1,1,0,1,0,1
24-09-2021 13.40,None,Married,0,0,1306944,1050,10378,5366,462,20634,1177,4,14,0,10,26,9,1,0,0,0,1,1,0
13-01-2003 6.32,None,Divorced,0,0,601953,6593,2152,2197,7133,22216,16960,10,3,18,6,22,12,1,0,0,0,1,0,0
12-09-1999 16.01,None,Separated,2,0,1011346,6869,13461,2080,636,14140,6395,14,5,24,7,29,41,0,0,0,0,1,0,1
17-12-1999 8.41,High School,Single,2,0,1507458,5844,8633,7680,9181,17021,11908,5,13,24,0,0,48,0,0,1,1,1,1,1
18-06-2007 20.43,High School,Widowed,1,1,488771,13278,16896,4763,6449,24548,8382,0,14,16,8,15,70,1,0,0,1,0,1,0
21-04-1985 0.32,None,Divorced,0,0,1480511,6627,2428,2159,1128,20359,4900,2,0,5,0,13,83,0,0,1,1,0,0,1
13-04-1982 18.54,PhD,Divorced,0,2,1997267,9566,1079,2342,2936,42,3364,7,11,19,11,29,65,1,1,1,1,1,0,1
04-10-2011 21.02,PhD,Divorced,0,1,1842354,3592,14014,1458,4705,9327,17010,11,2,6,13,29,37,0,0,1,0,1,1,0
26-01-2008 23.12,Masters,Married,0,0,1819306,6968,3565,7586,1370,9179,17596,11,12,16,11,18,38,1,0,1,1,1,0,0
21-06-2004 1.58,Professional,Separated,1,0,1382226,6411,13385,4419,500,2036,10266,2,3,18,10,12,98,0,1,1,1,1,0,1
17-05-2020 19.16,PhD,Widowed,1,2,1073128,8381,18275,4691,6862,13902,18238,9,11,3,12,25,12,1,1,0,0,0,0,0
30-07-1996 21.13,PhD,Widowed,1,1,501275,7588,6484,2406,6918,14743,13502,13,3,16,1,22,37,0,1,0,1,1,0,1
02-06-2004 16.30,Bachelors,Divorced,1,1,1495290,14962,15272,4068,9585,20441,10654,3,9,15,11,15,77,1,1,0,0,0,1,0
11-01-2013 1.30,Masters,Divorced,1,1,812089,5822,15968,7733,5384,13605,8399,14,7,10,12,5,47,1,1,0,1,1,1,0
22-02-1995 12.34,None,Married,0,1,1155780,14466,3124,6589,9344,21192,3267,9,0,1,12,5,36,1,0,0,0,0,0,1
03-05-2011 17.04,None,Widowed,0,0,346700,13931,18340,2929,3116,4437,340,13,11,9,6,25,91,1,1,1,0,1,0,1
19-01-1993 13.20,PhD,Single,1,0,1743825,719,4689,5892,1008,1828,14327,4,6,21,10,20,12,1,0,0,1,1,0,0
22-02-1991 6.09,None,Separated,1,0,537374,9966,19626,5461,915,6631,630,12,6,21,7,18,66,1,0,0,1,1,0,1
13-06-2004 10.42,None,Married,2,0,410038,11848,6924,9147,5879,7069,11986,5,12,17,4,6,49,0,1,1,1,1,1,1
14-06-1989 23.51,PhD,Separated,0,1,1673126,13251,5927,8346,1363,320,16892,11,1,5,0,24,13,1,0,0,1,1,0,0
07-06-1999 10.18,Professional,Separated,2,0,1682729,8020,15586,2333,9605,15334,12379,2,4,5,3,2,45,0,0,1,1,1,1,0
29-02-2012 22.26,PhD,Separated,1,2,238922,12953,1119,6594,2368,9768,11856,9,8,5,11,14,89,1,1,1,0,0,1,0
06-07-2009 6.46,None,Divorced,1,2,760227,13365,19264,3121,7354,3192,6898,13,11,5,3,22,1,0,0,0,0,1,0,1
06-02-2000 4.05,Bachelors,Separated,1,2,1546105,13696,8479,2738,4731,24669,14597,7,2,2,12,9,99,1,1,0,1,1,1,0
14-06-2007 8.33,Masters,Divorced,0,2,274940,329,5207,2936,155,5891,57,5,2,16,4,1,1,0,1,0,1,1,0,1
14-10-1994 19.45,Professional,Divorced,1,2,1845460,2610,6210,8045,2449,23111,15116,2,14,12,3,18,70,1,1,1,1,0,1,1
17-04-1997 16.38,Bachelors,Separated,0,1,1480597,13956,12304,9309,6053,18850,19477,9,5,17,7,13,37,0,1,1,1,1,0,1
09-12-1989 23.05,PhD,Divorced,1,0,954504,8262,18424,1146,4804,5311,7326,1,14,12,10,12,52,1,0,1,0,0,0,0
08-07-1979 1.48,Masters,Married,2,2,1542386,1610,19402,8523,8413,7815,15461,2,8,22,9,6,75,0,0,0,1,1,0,0
10-08-1988 11.28,Bachelors,Widowed,0,1,1475129,12938,1941,8758,224,19892,384,4,11,21,2,13,71,0,1,1,1,0,1,1
16-12-2015 16.23,High School,Widowed,1,1,333521,800,19136,8904,2731,14965,478,11,9,17,8,7,30,0,0,1,1,0,1,0
07-07-2022 4.52,Bachelors,Divorced,2,2,1976901,4210,15271,2267,3923,7696,5667,13,5,2,9,11,49,1,1,0,1,0,0,0
12-04-2002 21.02,Professional,Single,1,2,1113934,3495,9730,6822,2792,16498,17164,6,14,24,10,5,79,0,0,0,1,1,1,0
11-12-1971 5.20,Professional,Divorced,0,0,924132,14718,16165,8938,9682,10832,10692,2,12,2,14,19,87,1,0,1,0,0,0,0
20-06-1994 2.39,Professional,Divorced,1,0,624145,6403,602,1716,8263,1313,1240,14,7,4,6,10,69,1,1,0,0,0,1,0
25-06-2011 23.04,Professional,Separated,1,1,1937189,6101,18891,5456,4926,10538,12733,8,14,17,3,7,1,1,1,1,0,0,0,0
28-10-1992 5.32,None,Separated,2,0,379735,5331,19089,5773,3442,254,12836,9,1,9,3,27,50,1,0,1,1,0,1,0
29-08-1999 12.22,None,Separated,0,1,1043191,5773,9988,9891,9302,6400,19523,10,6,12,3,16,55,0,0,1,1,0,1,1
27-08-1989 14.58,None,Married,1,2,1304221,3861,15481,3227,9009,19406,9143,10,5,5,1,22,92,1,0,0,1,1,1,0
15-03-1987 8.50,PhD,Single,2,0,678481,6772,5800,23,2953,9775,3588,4,4,12,1,16,12,0,0,0,1,0,1,0
14-02-1989 11.47,None,Widowed,1,1,1222419,12540,6428,943,9204,24614,16493,11,2,4,11,23,37,1,1,1,1,1,0,0
26-12-1981 7.11,Masters,Single,2,2,683079,10186,10931,5007,8054,12544,7139,14,2,23,5,25,97,0,0,1,0,1,0,0
22-10-1986 13.27,Bachelors,Divorced,0,2,1789889,5434,837,8370,6362,1147,17788,1,0,20,8,20,18,1,0,1,1,1,1,0
27-01-1991 18.23,Bachelors,Divorced,0,2,871279,5418,15795,2936,1254,12785,15140,10,14,20,3,20,69,1,0,1,1,1,0,1
11-08-2020 18.14,PhD,Separated,1,1,358294,14877,3326,7485,5310,1289,10012,7,2,2,4,9,27,0,1,0,0,0,0,0
03-12-2016 21.51,Masters,Single,0,0,720841,12893,2335,7816,8947,682,4264,13,11,24,10,1,85,1,1,0,0,1,1,1
07-05-1972 7.05,Masters,Divorced,1,1,204435,12519,9113,9937,9265,17024,16257,13,13,15,4,23,47,1,0,0,1,1,0,0
04-01-2007 18.48,Masters,Widowed,2,0,1067052,6658,2583,8088,3718,632,10721,12,9,17,13,11,8,1,0,0,1,0,1,1
30-03-2012 13.16,High School,Single,1,1,1420505,2560,4870,7412,9936,16958,19749,7,2,13,4,2,87,1,1,0,1,0,1,1
03-01-2016 14.00,None,Married,1,2,1669235,4748,2863,2615,3205,9015,8543,4,1,11,2,22,39,1,0,1,1,1,1,0
26-10-1993 18.56,High School,Separated,1,2,1053461,12812,5175,8462,6201,20866,16872,5,9,21,1,8,82,1,0,0,1,0,1,0
08-08-1995 15.27,Bachelors,Single,2,2,932442,1994,9450,9552,6096,23198,4995,2,11,15,4,26,19,1,0,1,0,1,1,0
04-08-2018 5.58,PhD,Married,1,0,1633227,6672,8884,6984,2376,16428,14115,2,7,4,6,0,48,1,1,1,0,1,1,1
01-07-2006 0.12,Masters,Single,0,0,707369,4838,17452,6905,6182,3278,5346,0,7,0,14,6,59,0,0,1,0,0,0,0
03-11-1971 10.42,None,Married,2,1,368974,14169,12222,4667,2639,9885,7846,9,1,2,3,11,1,1,0,1,1,0,1,0
28-09-2006 13.50,High School,Separated,2,2,1020253,10139,2039,3159,2295,11011,19759,5,6,16,4,14,54,0,0,1,1,0,0,1
13-06-2006 18.59,Professional,Divorced,1,2,656242,733,10731,2965,5547,11684,888,6,8,2,9,15,59,1,1,1,1,0,0,1
10-02-1970 0.53,High School,Widowed,0,2,1369017,1345,16086,3274,2972,3500,2266,6,4,9,6,24,31,0,1,1,1,1,0,1
08-05-2010 23.39,None,Separated,0,2,400950,496,15873,5025,9901,5992,14712,3,3,5,9,2,20,0,0,1,0,1,0,0
07-04-1989 5.56,Professional,Widowed,2,1,1974636,13317,13203,6886,5124,10443,11201,0,9,9,12,16,8,0,0,0,1,0,0,1
10-03-1978 8.49,Professional,Separated,1,2,526778,8796,13460,4206,1744,19447,7951,9,1,6,6,0,26,1,0,0,1,0,1,0
31-03-1993 20.31,Bachelors,Widowed,2,0,1799570,6674,6507,1457,8774,19155,4972,10,13,2,7,0,68,1,0,1,1,1,0,1
11-11-1995 20.01,Professional,Divorced,2,0,1563422,4444,1207,7372,1499,9599,15350,13,3,0,5,28,77,0,0,1,0,1,1,1
17-05-1971 10.37,None,Widowed,1,0,477735,7618,4883,5298,2551,24010,2475,7,8,22,7,26,61,1,1,1,1,1,1,1
26-07-1984 11.10,Bachelors,Married,1,0,1293089,4237,7877,2852,4911,5532,18789,8,10,1,14,21,61,1,1,1,0,0,1,0
30-03-2022 17.25,Masters,Single,2,2,673108,9938,11548,824,5619,10780,6522,3,12,0,5,15,66,0,0,0,0,0,1,1
20-10-2008 11.50,Masters,Single,0,2,1520994,8899,4026,730,33,19034,2996,8,14,1,0,25,9,1,1,0,1,0,1,0
10-08-1989 6.30,Bachelors,Divorced,1,0,247906,716,4893,3707,5247,15550,5568,13,4,20,11,14,53,0,0,0,1,0,1,1
03-12-2000 5.28,Bachelors,Single,0,0,716470,5653,2535,613,7322,2055,6142,9,5,7,3,20,42,0,1,1,0,1,0,1
15-05-1982 7.12,Professional,Widowed,1,0,1313246,13449,19533,4009,7490,20192,11568,3,4,6,13,26,68,1,1,1,0,0,0,1
28-03-2014 6.35,Masters,Married,0,1,1007471,2525,12973,4550,781,24033,6884,10,1,0,8,4,50,0,0,1,0,1,1,1
30-07-1975 23.00,PhD,Single,1,0,1144573,13436,1719,1684,4799,24828,13495,2,13,23,6,16,98,1,1,0,0,1,0,1
13-01-1970 14.51,Masters,Divorced,1,0,701875,7895,4250,5946,331,2500,170,11,2,24,14,13,10,1,1,0,1,0,0,1
22-02-1996 5.01,Bachelors,Separated,0,1,863290,3873,18216,2241,3082,12401,2254,10,7,8,1,29,85,1,1,0,1,0,0,1
11-01-1974 19.08,Professional,Divorced,1,1,1551125,1031,5461,1086,6473,13826,12760,5,3,7,2,1,67,1,1,1,1,0,0,1
15-06-2007 16.41,PhD,Single,1,2,1623332,1373,13376,8648,4505,21697,15231,1,1,7,13,8,44,0,0,0,1,1,0,1
11-11-2011 17.13,Masters,Divorced,1,2,900293,8329,17488,3049,3994,8689,11270,1,8,3,11,27,47,1,1,1,1,0,1,1
20-02-2007 23.49,High School,Divorced,0,1,1297287,11507,19609,2244,8956,21434,16899,14,11,18,3,3,39,1,0,1,1,1,1,0
14-04-1976 2.35,None,Separated,0,1,280832,6832,9605,5247,9082,23475,16222,1,10,4,12,21,9,1,0,1,0,1,1,0
28-02-1987 10.28,High School,Married,0,0,1863201,4339,19298,2437,6485,17151,17006,6,12,9,11,26,35,0,1,0,1,0,0,1
24-12-2006 21.46,None,Single,2,1,1704520,14751,4654,3906,6307,4673,6538,14,13,24,13,18,70,0,0,1,0,0,0,0
04-07-1992 10.21,Professional,Widowed,0,2,580740,10011,16840,692,5026,2143,4753,10,12,13,12,19,50,1,0,1,1,0,1,0
15-01-1999 9.14,High School,Single,1,1,1278805,5881,2122,8919,8381,11735,16952,8,8,12,5,4,68,1,0,0,1,1,1,1
05-06-2010 19.27,PhD,Separated,1,0,1026386,7204,4462,9420,8772,20863,12155,2,14,6,5,18,69,1,0,1,0,0,1,1
29-05-1994 5.46,Masters,Married,2,2,626749,10046,3177,2490,3580,22108,8419,4,7,22,13,10,28,1,0,1,0,1,0,1
19-08-2015 4.07,Bachelors,Widowed,1,1,1845291,3915,6514,9556,1548,23965,11577,6,5,3,14,11,24,1,1,1,1,0,0,0
22-01-1976 9.27,PhD,Separated,1,2,940961,1902,13261,6840,5170,6698,2226,8,2,17,2,18,1,0,0,1,1,1,1,1
28-01-1994 12.10,High School,Widowed,0,1,1152227,7878,6482,5416,8088,15113,9859,14,5,19,11,2,60,1,0,0,0,1,0,0
09-04-2017 18.40,None,Divorced,0,2,360663,11165,6332,5310,2809,17881,15230,2,2,8,1,17,38,0,1,1,1,1,1,1
28-02-2008 10.12,PhD,Married,2,0,837663,12925,830,346,5699,3435,517,3,0,9,14,6,68,0,1,1,0,0,0,0
08-01-2019 9.05,PhD,Divorced,0,1,744597,7433,7913,7897,2253,22132,16882,13,8,17,5,23,64,1,1,1,0,0,0,1
28-12-2002 0.08,High School,Widowed,0,2,760682,12302,13475,5284,6693,21096,11433,9,7,20,9,11,47,0,1,0,1,1,0,0
16-11-1993 4.10,High School,Divorced,1,2,837946,6068,2056,430,967,11641,4746,2,6,20,2,24,23,1,1,0,1,1,0,0
16-11-2007 14.18,Masters,Single,0,2,1109613,6238,19570,541,6343,11079,7180,4,4,12,6,18,51,0,0,1,0,1,1,1
04-12-2001 21.57,Bachelors,Separated,2,2,1420156,1654,8605,8725,183,19428,16611,2,14,19,2,11,90,0,0,1,0,1,0,1
05-08-2017 6.09,High School,Divorced,2,0,1094680,3771,4278,4746,8255,3954,16291,13,14,14,8,27,14,1,0,1,0,1,0,1
28-11-1971 17.56,Bachelors,Divorced,1,2,1481207,1881,16772,6004,5575,22822,18663,6,5,15,6,13,80,0,0,0,0,1,0,1
21-12-2022 17.03,Professional,Married,0,1,487692,4100,7850,9968,975,24209,2992,0,4,4,3,4,55,1,0,0,0,1,1,0
31-08-2020 21.40,PhD,Married,0,2,604018,7230,17328,4569,8789,7871,10707,7,3,12,6,27,89,1,0,1,0,1,0,0
04-11-1974 13.24,Professional,Divorced,0,2,579460,1049,18059,8961,6690,1163,9409,9,3,23,9,16,75,1,1,1,1,1,1,1
18-06-2019 9.38,Professional,Divorced,1,1,1517492,2110,6326,4210,9123,19839,5341,2,1,20,4,20,23,1,1,0,1,0,0,0
15-06-1994 16.06,Masters,Married,2,2,1468121,14545,2786,9581,5201,21978,13098,6,11,18,5,28,72,1,1,1,1,0,0,1
07-08-1973 23.57,PhD,Single,0,2,1211223,14099,10880,6314,9535,21941,2052,2,9,24,12,28,41,1,0,0,0,0,0,1
15-02-2012 19.38,Professional,Married,0,2,692045,9839,4940,4745,6613,15721,6974,7,0,16,6,1,25,0,0,0,0,0,0,1
23-11-2009 17.38,PhD,Separated,1,1,831771,6187,1021,9202,1313,22881,15057,10,12,5,12,19,80,0,1,0,0,1,1,0
21-10-1991 21.46,PhD,Divorced,1,1,1862768,4077,3732,1094,4256,2917,3002,2,10,19,13,25,72,1,1,1,1,0,0,0
02-09-1985 3.05,PhD,Widowed,1,1,619510,7696,6734,8459,5479,14998,16204,0,12,21,5,11,80,0,1,0,0,0,1,1
07-07-1981 12.31,Masters,Separated,1,1,882415,6624,14060,3649,6219,4719,16394,7,13,17,8,9,89,0,0,0,0,0,0,1
06-06-1979 23.24,None,Married,2,1,336618,8446,15510,8391,232,14871,7929,9,14,4,7,13,81,1,1,1,0,0,0,0
08-08-1994 17.39,Professional,Separated,1,1,842867,7831,19073,4436,3278,23019,7800,0,6,14,10,0,41,0,1,1,1,1,1,0
28-04-2021 13.01,None,Single,2,0,1273586,9121,11695,6883,9741,7826,4987,0,2,5,4,7,92,1,1,0,1,0,0,1
30-04-1996 7.18,Bachelors,Divorced,0,0,848052,12904,13886,807,3377,8005,7174,12,14,19,14,25,36,1,1,0,0,1,0,1
14-09-1999 13.41,Bachelors,Separated,0,1,1517695,3223,15737,4643,3106,23426,284,12,8,14,6,26,14,0,0,0,1,1,0,0
02-08-2018 14.32,None,Divorced,2,0,1402741,14463,8986,129,9915,23669,2272,0,13,4,7,25,39,1,1,0,1,0,1,0
28-08-2008 20.00,Bachelors,Married,1,2,767113,14994,53,2960,4218,4980,9072,9,2,21,10,28,96,1,1,0,0,1,1,0
14-09-1970 15.24,Bachelors,Widowed,1,2,611032,8381,13097,2297,7680,21934,9002,6,5,20,8,23,88,1,1,0,1,1,1,1
20-12-1975 9.50,High School,Widowed,0,2,708588,109,6759,8592,3329,23641,1853,0,12,24,9,5,34,1,1,1,0,1,1,0
06-06-1983 15.19,High School,Separated,0,2,1111527,2157,16077,9170,7755,6995,11731,13,12,3,8,8,60,0,1,0,1,0,0,1
18-01-1974 15.14,None,Widowed,2,0,1369479,10977,17642,3065,3582,23013,16672,4,8,20,1,2,33,1,0,0,1,1,0,0
23-06-1986 8.34,PhD,Separated,1,0,738745,6820,19275,7653,2658,3145,13633,11,11,16,0,16,16,0,0,1,1,0,1,1
28-08-2015 13.37,Masters,Widowed,1,2,431414,12241,11757,7483,6850,20632,12307,12,1,9,13,21,84,1,0,1,1,1,0,0
01-06-2017 12.16,High School,Married,1,2,740839,132,4267,2777,5804,546,5921,0,10,11,13,15,7,0,1,0,0,0,1,1
02-09-2002 10.06,None,Single,0,0,412098,11417,18632,8638,8465,8112,1878,8,12,18,0,24,63,0,1,0,1,0,1,0
07-07-1975 0.12,Professional,Married,0,1,1997142,11604,18970,2281,8953,22207,6324,0,9,12,6,9,49,1,1,1,0,0,0,0
05-05-2015 1.02,None,Separated,0,1,874707,5560,10432,4203,7401,9943,10210,2,3,13,9,9,21,0,1,1,1,0,0,1
09-05-1990 10.35,Masters,Married,1,0,1327509,9702,14983,3060,3642,4308,15271,4,9,8,0,14,23,1,0,0,1,0,0,0
14-09-2001 13.55,None,Divorced,1,1,1100180,359,13558,145,9088,5473,17921,14,1,21,11,27,61,1,0,1,0,1,0,0
24-11-2007 22.20,Masters,Divorced,2,2,1753616,2046,14895,3113,3196,17105,8846,0,6,7,3,25,18,0,1,1,1,0,1,1
21-01-2020 2.11,High School,Married,0,0,1327055,5064,6325,7492,290,24822,5019,12,10,14,6,28,77,0,0,0,0,1,0,1
27-07-1991 7.11,Masters,Separated,0,0,801954,4094,8140,2763,7892,14018,19536,6,5,1,9,18,81,0,1,1,1,0,0,0
04-12-2010 2.34,Bachelors,Separated,1,2,1938946,4515,2062,6751,6567,20435,10829,5,13,24,13,5,80,0,0,0,0,0,1,1
21-11-2022 17.37,PhD,Widowed,1,0,308645,11917,11968,6515,5641,17463,9263,11,9,18,7,25,43,1,1,0,1,1,0,0
14-12-2002 21.59,Professional,Widowed,0,2,278028,7797,18479,4229,9819,14677,8751,0,14,14,4,27,18,0,1,0,1,0,1,1
14-11-1999 3.27,High School,Single,0,0,499066,13734,1489,9573,1266,24753,17709,10,3,3,5,2,37,1,0,0,0,1,1,0
17-05-1985 16.52,High School,Widowed,2,2,810967,14103,16126,1781,8130,24160,666,7,3,23,9,0,43,0,0,1,1,1,1,1
14-05-2019 23.34,High School,Divorced,0,1,1719011,11546,19739,4912,7947,10829,16263,6,12,18,1,14,88,0,0,0,0,0,0,1
24-11-1971 17.57,PhD,Divorced,0,0,1172775,10696,11445,8643,1789,10934,10394,13,8,2,12,27,46,1,0,0,0,0,1,0
30-11-1996 18.13,PhD,Separated,1,1,1560365,12755,12670,2545,3790,1608,3897,1,8,20,13,9,57,0,1,1,1,1,0,0
06-05-1972 2.08,Masters,Widowed,1,2,1155454,12768,17123,8952,6574,20524,19114,14,14,15,2,15,25,1,0,1,1,1,1,1
28-11-1997 7.47,Masters,Widowed,2,1,1580812,757,14682,497,889,8024,1701,2,12,8,13,5,71,0,1,0,0,0,0,1
31-05-2015 20.03,Bachelors,Single,0,1,678627,1495,15638,2078,3310,14735,48,11,12,4,4,28,42,0,0,0,0,1,0,1
19-01-1985 20.35,Masters,Married,1,1,1933162,13745,8536,9602,2825,16522,8510,9,13,10,9,28,86,1,1,1,0,1,1,0
17-03-1996 22.01,Masters,Widowed,0,0,348283,3796,2841,8038,1943,17370,5894,1,10,17,5,23,90,1,1,0,0,0,0,0
02-09-1971 4.32,Bachelors,Widowed,0,2,208949,5520,11675,5175,174,13776,2722,12,6,21,0,1,53,1,0,1,0,0,0,0
24-03-2010 17.17,Bachelors,Single,1,1,1257243,10216,2768,1048,4126,17141,10848,5,6,4,4,23,23,1,1,1,0,1,0,0
05-07-2004 17.44,Masters,Married,0,0,1391587,10911,5445,9719,3800,6254,1975,11,12,19,12,2,52,1,1,1,1,0,1,1
02-02-1995 23.19,Bachelors,Married,0,2,1923193,2553,5457,5889,5249,16692,15310,4,8,1,4,6,13,1,0,1,1,1,1,0
12-04-1977 7.01,High School,Widowed,1,0,903444,14135,18275,1204,7113,13719,11174,2,13,7,0,14,39,1,1,1,0,0,0,0
10-03-1985 2.59,None,Widowed,0,2,1150834,15,3552,9877,4294,9771,6074,6,1,3,2,1,48,0,1,1,0,1,1,1
13-02-2007 3.04,None,Separated,1,2,1246703,8419,1683,5447,502,9355,176,6,7,8,5,27,45,1,1,1,0,1,1,0
09-03-1990 8.34,PhD,Widowed,1,1,1083036,13689,7325,8598,2008,11972,10033,12,12,13,0,19,71,0,1,1,0,1,0,1
29-04-1982 10.05,PhD,Single,2,2,1810092,9092,402,5209,9987,24820,11539,1,10,5,8,24,53,0,1,0,0,0,0,0
15-11-2010 18.25,High School,Separated,0,2,621036,11918,4592,7044,1205,15132,4580,2,3,7,12,1,99,1,0,0,1,0,1,1
21-09-1987 6.13,Professional,Widowed,2,0,1607900,68,6291,7675,5889,2914,7235,4,8,2,6,4,31,0,0,1,1,1,1,1
29-12-1994 17.51,High School,Separated,0,1,1630827,3891,1708,1360,7424,17814,65,3,10,24,7,20,49,0,1,0,0,0,1,1
10-02-1972 7.19,Bachelors,Single,2,1,1193594,672,14502,6645,6374,21727,17495,2,10,24,0,3,80,1,0,0,1,0,0,1
18-08-2020 0.36,Bachelors,Widowed,1,2,1471261,4483,13419,6183,6220,14887,14813,6,6,1,4,22,81,0,0,0,1,0,1,0
08-09-2018 23.31,Professional,Separated,2,2,791452,5031,11318,6678,2371,16338,15514,8,4,1,8,25,69,1,0,1,1,1,1,1
06-06-2022 22.13,Masters,Separated,1,0,1192940,9397,3527,4040,4236,10072,5528,0,8,5,10,2,33,0,1,0,1,1,1,1
17-06-2015 3.59,PhD,Widowed,2,2,376103,2503,7558,3187,102,12796,3381,12,12,17,9,2,4,0,1,1,1,1,1,0
02-09-2000 20.19,Masters,Divorced,0,1,984947,14902,4490,42,6309,12224,9549,8,5,24,2,24,35,1,0,0,0,1,1,1
26-02-1997 3.42,None,Single,2,1,594140,5016,19146,245,6317,9852,10919,8,0,3,3,20,95,0,1,1,0,0,1,1
05-07-2004 18.05,None,Single,2,2,1076195,4923,19285,8647,8613,20811,12303,2,11,14,7,3,95,0,0,1,1,0,0,0
26-09-1996 5.04,Bachelors,Divorced,1,1,1987142,1018,277,5439,6481,11374,19524,7,10,12,10,17,26,1,0,1,0,1,1,0
18-02-1973 1.29,PhD,Separated,0,2,449962,4065,5021,4712,1330,13930,15913,12,10,12,6,25,30,1,0,0,1,1,1,1
05-02-1976 20.47,High School,Married,2,0,1138598,10921,2204,5731,4966,8120,14844,14,3,11,8,16,24,0,0,1,1,1,1,1
23-09-1982 12.52,PhD,Single,1,2,1912425,4683,1793,9654,551,10620,15680,7,13,3,10,19,4,0,1,0,0,0,0,0
29-12-2013 11.41,High School,Divorced,1,2,1132774,3026,5945,7418,72,10212,19800,0,8,8,3,10,85,1,0,0,1,0,1,1
02-02-1993 6.36,Masters,Separated,2,2,1976107,710,9277,3911,173,17513,346,5,1,18,14,19,96,0,0,1,1,1,1,1
17-07-1981 11.23,High School,Widowed,0,1,576876,14340,8196,9129,3680,10467,11540,5,1,11,12,13,3,1,0,1,1,1,1,1
